anon_school,anon_class,anon_pid,p_D,p_A,p_S
SCH_005,CLS_0081,P005583,0.52481609582901,0.5343989729881287,0.5124236345291138
SCH_005,CLS_0081,P006116,0.5474636554718018,0.5594931840896606,0.515735924243927
SCH_005,CLS_0081,P006464,0.5647696852684021,0.5909882187843323,0.5229535698890686
SCH_005,CLS_0081,P006880,0.5200276970863342,0.524974524974823,0.4920283555984497
SCH_005,CLS_0081,P007472,0.6491498351097107,0.6188275814056396,0.5735947489738464
SCH_005,CLS_0084,P000236,0.6247827410697937,0.637998104095459,0.5584685802459717
SCH_005,CLS_0084,P001095,0.5413840413093567,0.570012092590332,0.506216824054718
SCH_005,CLS_0084,P001437,0.5371667146682739,0.5695602297782898,0.5079580545425415
SCH_005,CLS_0084,P002559,0.5570583343505859,0.5821129679679871,0.5177918076515198
SCH_005,CLS_0084,P003478,0.5881593823432922,0.6193286180496216,0.550377368927002
SCH_005,CLS_0084,P004307,0.5314400792121887,0.5315585732460022,0.48956820368766785
SCH_005,CLS_0084,P005028,0.6899580955505371,0.6869913339614868,0.6124789118766785
SCH_005,CLS_0084,P005753,0.7172864675521851,0.7090778350830078,0.6266642808914185
SCH_005,CLS_0084,P007362,0.5150609016418457,0.5208929181098938,0.48992758989334106
SCH_005,CLS_0086,P001312,0.6316279768943787,0.6343194246292114,0.5630669593811035
SCH_005,CLS_0086,P004227,0.5319193601608276,0.5356827974319458,0.49838778376579285
SCH_005,CLS_0086,P004657,0.5294399261474609,0.5317820906639099,0.4956526458263397
SCH_005,CLS_0091,P000953,0.5305812954902649,0.5266464948654175,0.49326810240745544
SCH_005,CLS_0107,P000537,0.6183667778968811,0.6039810180664062,0.5520668029785156
SCH_005,CLS_0107,P001935,0.5156174898147583,0.5294349789619446,0.5027660727500916
SCH_005,CLS_0107,P002328,0.5423358082771301,0.5579733848571777,0.5073140859603882
SCH_005,CLS_0107,P002664,0.5504290461540222,0.5665556192398071,0.5180424451828003
SCH_005,CLS_0107,P003984,0.5255897641181946,0.5129872560501099,0.5218828320503235
SCH_005,CLS_0107,P004619,0.6236431002616882,0.6414623260498047,0.5642732381820679
SCH_005,CLS_0107,P007584,0.5406243801116943,0.5699427127838135,0.5069106221199036
SCH_005,CLS_0134,P007499,0.5197173357009888,0.5285179018974304,0.4843047559261322
SCH_005,CLS_0148,P000066,0.5038056373596191,0.5289795398712158,0.4831116795539856
SCH_005,CLS_0148,P000342,0.5161676406860352,0.5339243412017822,0.47830289602279663
SCH_005,CLS_0148,P000706,0.6705257296562195,0.648881196975708,0.5922609567642212
SCH_005,CLS_0148,P001078,0.5222917199134827,0.5410293340682983,0.483711838722229
SCH_005,CLS_0148,P001275,0.6409106850624084,0.6066504716873169,0.5668494701385498
SCH_005,CLS_0148,P001286,0.5277284383773804,0.5362939834594727,0.5029656291007996
SCH_005,CLS_0148,P003539,0.5207570791244507,0.5224234461784363,0.483040452003479
SCH_005,CLS_0148,P006143,0.6368182301521301,0.6537232995033264,0.578144371509552
SCH_005,CLS_0148,P006415,0.5363286137580872,0.5636465549468994,0.497803658246994
SCH_005,CLS_0148,P007326,0.5460966229438782,0.5563775897026062,0.5033003091812134
SCH_005,CLS_0152,P001187,0.6573923230171204,0.6467021703720093,0.5839207172393799
SCH_005,CLS_0152,P005740,0.5209976434707642,0.5117420554161072,0.47740259766578674
SCH_005,CLS_0152,P006726,0.6128871440887451,0.6092749834060669,0.5560503005981445
SCH_005,CLS_0152,P007645,0.6452343463897705,0.6307511329650879,0.570221483707428
SCH_005,CLS_0152,P007720,0.5782391428947449,0.5957260727882385,0.5288739800453186
SCH_005,CLS_0156,P001311,0.4528810679912567,0.4640250504016876,0.4466061592102051
SCH_005,CLS_0156,P001783,0.5853561758995056,0.5768128037452698,0.5491606593132019
SCH_005,CLS_0156,P002817,0.7180465459823608,0.684801459312439,0.6377220749855042
SCH_005,CLS_0156,P003468,0.7121952176094055,0.6657077074050903,0.6362380385398865
SCH_005,CLS_0156,P003585,0.5294246673583984,0.5168436765670776,0.4853026568889618
SCH_005,CLS_0156,P003590,0.49659353494644165,0.48354142904281616,0.4797862768173218
SCH_005,CLS_0156,P004618,0.6758707165718079,0.6465835571289062,0.5907878279685974
SCH_005,CLS_0156,P005624,0.5021310448646545,0.48956796526908875,0.47864529490470886
SCH_005,CLS_0156,P005912,0.5059764385223389,0.5318318605422974,0.4870772361755371
SCH_005,CLS_0156,P006761,0.6455564498901367,0.6370753645896912,0.572605311870575
SCH_005,CLS_0156,P007413,0.4358304440975189,0.4281598925590515,0.42161890864372253
SCH_005,CLS_0177,P000041,0.5514143705368042,0.5678829550743103,0.5029992461204529
SCH_005,CLS_0177,P000144,0.7447939515113831,0.6946306228637695,0.668348491191864
SCH_005,CLS_0177,P000492,0.6539444923400879,0.6368500590324402,0.5752242803573608
SCH_005,CLS_0177,P000703,0.5729982256889343,0.5676461458206177,0.5511849522590637
SCH_005,CLS_0177,P002893,0.489081472158432,0.484795480966568,0.4660705327987671
SCH_005,CLS_0177,P003516,0.5316528081893921,0.5445254445075989,0.5133936405181885
SCH_005,CLS_0177,P003980,0.5483817458152771,0.5681552290916443,0.5157390832901001
SCH_005,CLS_0177,P004649,0.5633533596992493,0.5920162200927734,0.5249556303024292
SCH_005,CLS_0177,P005409,0.5456111431121826,0.557035505771637,0.5145792365074158
SCH_005,CLS_0177,P006031,0.5496519207954407,0.5638121962547302,0.5122036933898926
SCH_005,CLS_0177,P007079,0.6627849340438843,0.5771113038063049,0.597611129283905
SCH_005,CLS_0184,P002443,0.5163758993148804,0.520009458065033,0.48071426153182983
SCH_005,CLS_0187,P000052,0.6040558218955994,0.6170442700386047,0.5507060885429382
SCH_005,CLS_0187,P000674,0.5139517188072205,0.5356462001800537,0.47761499881744385
SCH_005,CLS_0187,P002278,0.5399259924888611,0.5440771579742432,0.49404969811439514
SCH_005,CLS_0187,P004253,0.6674081683158875,0.666260838508606,0.5871785879135132
SCH_005,CLS_0187,P005037,0.5084542632102966,0.5057185292243958,0.47710299491882324
SCH_005,CLS_0187,P005268,0.5158106684684753,0.5588758587837219,0.529811441898346
SCH_005,CLS_0187,P005694,0.5800753235816956,0.5922228693962097,0.5378837585449219
SCH_005,CLS_0187,P005923,0.5662979483604431,0.5858772397041321,0.5253069400787354
SCH_005,CLS_0187,P006300,0.5265170931816101,0.5558162927627563,0.4894722104072571
SCH_005,CLS_0187,P007299,0.548870325088501,0.5728797316551208,0.5079411864280701
SCH_005,CLS_0187,P007764,0.5257630944252014,0.5450620055198669,0.4909753203392029
SCH_005,CLS_0188,P000284,0.5072673559188843,0.519108772277832,0.4690014719963074
SCH_005,CLS_0188,P000714,0.611558735370636,0.6085423827171326,0.5468713045120239
SCH_005,CLS_0188,P001945,0.6299733519554138,0.6514022350311279,0.5658258199691772
SCH_005,CLS_0188,P002015,0.6445887088775635,0.6454419493675232,0.6032787561416626
SCH_005,CLS_0188,P003850,0.5739572048187256,0.5763908624649048,0.5244953632354736
SCH_005,CLS_0188,P004848,0.6553545594215393,0.6226860284805298,0.5850920677185059
SCH_005,CLS_0188,P005908,0.7000831365585327,0.662964403629303,0.6192400455474854
SCH_005,CLS_0188,P005917,0.597839891910553,0.5626651644706726,0.5377228856086731
SCH_005,CLS_0188,P006135,0.5506976246833801,0.5707340240478516,0.531987190246582
SCH_005,CLS_0188,P006552,0.5674400329589844,0.5671351552009583,0.5200250744819641
SCH_005,CLS_0188,P007069,0.476293683052063,0.5084116458892822,0.4781612753868103
SCH_005,CLS_0199,P000178,0.7209632396697998,0.6887254118919373,0.6367804408073425
SCH_005,CLS_0199,P001535,0.6403939127922058,0.6451040506362915,0.576012134552002
SCH_005,CLS_0199,P002892,0.605969250202179,0.6278260946273804,0.5472290515899658
SCH_005,CLS_0199,P004063,0.5796289443969727,0.5974122881889343,0.5422413349151611
SCH_005,CLS_0199,P004624,0.498410165309906,0.5007054209709167,0.4786677956581116
SCH_005,CLS_0199,P005817,0.6835106015205383,0.6464788913726807,0.6040391325950623
SCH_005,CLS_0199,P007030,0.5049742460250854,0.5112375020980835,0.4662182033061981
SCH_005,CLS_0199,P007213,0.545488178730011,0.544605016708374,0.5114606618881226
SCH_005,CLS_0211,P001126,0.5425090193748474,0.5470196604728699,0.4946339428424835
SCH_005,CLS_0211,P003193,0.5440670847892761,0.5600770711898804,0.5187963843345642
SCH_005,CLS_0211,P003338,0.7014884352684021,0.6738917231559753,0.6220144629478455
SCH_005,CLS_0211,P003915,0.5602383613586426,0.5911179184913635,0.5226713418960571
SCH_005,CLS_0211,P004116,0.5521731376647949,0.5650249719619751,0.5156359076499939
SCH_005,CLS_0211,P007089,0.5991138815879822,0.6192688345909119,0.546488881111145
SCH_005,CLS_0211,P007619,0.626818060874939,0.6282994151115417,0.5565637350082397
SCH_005,CLS_0211,P007772,0.5201780796051025,0.5238866806030273,0.47817593812942505
SCH_005,CLS_0212,P001597,0.5376173853874207,0.532356858253479,0.5104821920394897
SCH_005,CLS_0212,P003066,0.555653989315033,0.5728291273117065,0.5179701447486877
SCH_005,CLS_0212,P003145,0.5473310351371765,0.5672988891601562,0.5214149951934814
SCH_005,CLS_0212,P005797,0.531424880027771,0.5464743971824646,0.5140824317932129
SCH_005,CLS_0212,P006078,0.5003196001052856,0.45513126254081726,0.4685026705265045
SCH_005,CLS_0212,P007186,0.5122736096382141,0.5392196178436279,0.49640774726867676
SCH_005,CLS_0212,P007215,0.5611066222190857,0.5741843581199646,0.5335212349891663
SCH_005,CLS_0212,P007652,0.5470933318138123,0.562917947769165,0.5103355050086975
SCH_005,CLS_0213,P000174,0.796743631362915,0.7669935822486877,0.7011055946350098
SCH_005,CLS_0213,P000570,0.576998770236969,0.5852790474891663,0.5474296808242798
SCH_005,CLS_0213,P001151,0.6134325265884399,0.6420486569404602,0.5739344954490662
SCH_005,CLS_0213,P002086,0.5389265418052673,0.5610166192054749,0.5273053050041199
SCH_005,CLS_0213,P002571,0.5783215761184692,0.5896623134613037,0.5330731272697449
SCH_005,CLS_0213,P007616,0.6689642071723938,0.6511122584342957,0.5937269926071167
SCH_005,CLS_0219,P000712,0.5725338459014893,0.5878917574882507,0.5291088223457336
SCH_005,CLS_0219,P000744,0.6755045652389526,0.66080641746521,0.5968379974365234
SCH_005,CLS_0219,P000762,0.5416164994239807,0.5579122304916382,0.5024442076683044
SCH_005,CLS_0219,P001365,0.5656106472015381,0.5808430314064026,0.5429062843322754
SCH_005,CLS_0219,P001531,0.6118679046630859,0.6182486414909363,0.5525670647621155
SCH_005,CLS_0219,P003891,0.6123356819152832,0.6087119579315186,0.5570605993270874
SCH_005,CLS_0219,P004112,0.7003285884857178,0.6798712015151978,0.6257597208023071
SCH_005,CLS_0219,P004654,0.5550529360771179,0.5711835026741028,0.5174109935760498
SCH_005,CLS_0219,P005104,0.46308398246765137,0.5148308277130127,0.4839482605457306
SCH_005,CLS_0219,P005555,0.5170037150382996,0.5280621647834778,0.5051421523094177
SCH_005,CLS_0222,P000453,0.5811152458190918,0.5839182138442993,0.5402756333351135
SCH_005,CLS_0222,P002636,0.5280141234397888,0.5141195058822632,0.4887412488460541
SCH_005,CLS_0222,P002667,0.5048826932907104,0.5317108631134033,0.4938395917415619
SCH_005,CLS_0222,P004212,0.49286791682243347,0.5117173790931702,0.4661213457584381
SCH_005,CLS_0222,P004248,0.5628050565719604,0.5565150380134583,0.5285055637359619
SCH_005,CLS_0222,P005521,0.5113282799720764,0.5443514585494995,0.5105828642845154
SCH_005,CLS_0222,P006458,0.4940249025821686,0.5009939670562744,0.4682943820953369
SCH_005,CLS_0222,P006555,0.6308314800262451,0.6605638861656189,0.5781359672546387
SCH_005,CLS_0224,P000916,0.7598705887794495,0.7420770525932312,0.6715989112854004
SCH_005,CLS_0224,P002048,0.61405348777771,0.6044684052467346,0.5479989051818848
SCH_005,CLS_0224,P003108,0.563107430934906,0.5660508871078491,0.5343105792999268
SCH_005,CLS_0224,P003472,0.5585910081863403,0.5965709090232849,0.5382731556892395
SCH_005,CLS_0224,P004189,0.5838247537612915,0.6060144901275635,0.5514286160469055
SCH_005,CLS_0224,P004898,0.6445621848106384,0.6402855515480042,0.571835994720459
SCH_005,CLS_0224,P005133,0.5848256945610046,0.6050819158554077,0.5318037867546082
SCH_005,CLS_0224,P005303,0.5246983170509338,0.5329744219779968,0.4937204122543335
SCH_005,CLS_0224,P006413,0.7291249632835388,0.6946077346801758,0.6400426030158997
SCH_005,CLS_0224,P007421,0.61859130859375,0.6350855827331543,0.5683431029319763
SCH_005,CLS_0231,P000939,0.6479353904724121,0.6439424157142639,0.5717706084251404
SCH_005,CLS_0231,P000960,0.7102270722389221,0.6558369398117065,0.6330599784851074
SCH_005,CLS_0231,P001684,0.6282974481582642,0.6024329662322998,0.5591384768486023
SCH_005,CLS_0231,P005006,0.5207530856132507,0.5322079062461853,0.49726971983909607
SCH_005,CLS_0231,P006262,0.4084561765193939,0.4156695008277893,0.42547115683555603
SCH_005,CLS_0231,P006985,0.4106793999671936,0.4184998571872711,0.42431989312171936
SCH_005,CLS_0231,P007226,0.6949933767318726,0.6399096846580505,0.6174002885818481
SCH_005,CLS_0231,P007243,0.7290865778923035,0.6840975284576416,0.6343356370925903
SCH_005,CLS_0233,P001729,0.5539683103561401,0.5665637850761414,0.5096343755722046
SCH_005,CLS_0233,P004667,0.6538734436035156,0.6569154262542725,0.5892449617385864
SCH_005,CLS_0233,P005764,0.6022136211395264,0.600358784198761,0.5445902347564697
SCH_005,CLS_0235,P000681,0.5511322617530823,0.5740252733230591,0.5107820630073547
SCH_005,CLS_0235,P001259,0.55538010597229,0.5546519160270691,0.501226007938385
SCH_005,CLS_0235,P001647,0.6786379814147949,0.6657112836837769,0.5933708548545837
SCH_005,CLS_0235,P002352,0.5785379409790039,0.6045081615447998,0.533065140247345
SCH_005,CLS_0235,P004483,0.5324579477310181,0.5429551601409912,0.506479024887085
SCH_005,CLS_0235,P004851,0.5311002731323242,0.5631125569343567,0.5171930193901062
SCH_005,CLS_0235,P005150,0.4259662628173828,0.4756273925304413,0.4584338665008545
SCH_005,CLS_0235,P005829,0.6000609397888184,0.6095887422561646,0.5456666946411133
SCH_005,CLS_0235,P007511,0.6495038866996765,0.6452935934066772,0.5726648569107056
SCH_005,CLS_0238,P001183,0.5395508408546448,0.5321359634399414,0.49579888582229614
SCH_005,CLS_0238,P001470,0.6057516932487488,0.6078513860702515,0.5480890274047852
SCH_005,CLS_0238,P001500,0.5027722716331482,0.5187471508979797,0.4926410913467407
SCH_005,CLS_0238,P004098,0.6549134254455566,0.645246684551239,0.5769767165184021
SCH_005,CLS_0238,P005533,0.550480842590332,0.5723233819007874,0.5222029685974121
SCH_005,CLS_0238,P005637,0.6233658194541931,0.6091058254241943,0.5572168827056885
SCH_005,CLS_0238,P007160,0.5569508075714111,0.5724916458129883,0.5311358571052551
SCH_005,CLS_0250,P000004,0.6419222950935364,0.6455318331718445,0.5774410963058472
SCH_005,CLS_0250,P000074,0.6930341124534607,0.690621018409729,0.6202090978622437
SCH_005,CLS_0250,P003608,0.5704247355461121,0.5928559303283691,0.5297195911407471
SCH_005,CLS_0250,P004362,0.6219936609268188,0.6284764409065247,0.5707293748855591
SCH_006,CLS_0002,P004383,0.45456263422966003,0.4259289801120758,0.4413352906703949
SCH_006,CLS_0002,P007249,0.4132889211177826,0.4667762517929077,0.43975791335105896
SCH_006,CLS_0006,P000617,0.4826911389827728,0.5184481143951416,0.4859987199306488
SCH_006,CLS_0006,P001155,0.3388124108314514,0.35241448879241943,0.38510966300964355
SCH_006,CLS_0006,P002676,0.4960361421108246,0.4966129958629608,0.45975980162620544
SCH_006,CLS_0006,P004788,0.6114270687103271,0.5758975744247437,0.5445150136947632
SCH_006,CLS_0010,P001759,0.5472728610038757,0.5036376714706421,0.4978683590888977
SCH_006,CLS_0010,P002614,0.5467454195022583,0.5543760061264038,0.5257993936538696
SCH_006,CLS_0010,P003118,0.5475584864616394,0.5570666790008545,0.5096125602722168
SCH_006,CLS_0010,P003925,0.5004459619522095,0.49884212017059326,0.47063374519348145
SCH_006,CLS_0010,P005451,0.4974992871284485,0.4713822901248932,0.47407183051109314
SCH_006,CLS_0010,P006553,0.4713250696659088,0.4954187273979187,0.4669061005115509
SCH_006,CLS_0010,P006611,0.5990805625915527,0.5754173398017883,0.5393028855323792
SCH_006,CLS_0018,P000513,0.3396335542201996,0.3473220467567444,0.3936905264854431
SCH_006,CLS_0020,P002758,0.4125235974788666,0.4161599576473236,0.4274998903274536
SCH_006,CLS_0020,P004091,0.5081760883331299,0.5073341131210327,0.4874393939971924
SCH_006,CLS_0020,P005263,0.4485021233558655,0.4275026321411133,0.43361833691596985
SCH_006,CLS_0020,P005595,0.5794583559036255,0.5802549719810486,0.5385013818740845
SCH_006,CLS_0025,P004629,0.3739752769470215,0.4185428321361542,0.41263702511787415
SCH_006,CLS_0025,P004659,0.4795852601528168,0.44303634762763977,0.4473809599876404
SCH_006,CLS_0026,P000607,0.34719595313072205,0.3695460557937622,0.416189044713974
SCH_006,CLS_0026,P001381,0.554094135761261,0.5592452883720398,0.5163055062294006
SCH_006,CLS_0026,P003204,0.5216001868247986,0.5409076809883118,0.5103976726531982
SCH_006,CLS_0026,P004818,0.5818842649459839,0.5550498366355896,0.5201619267463684
SCH_006,CLS_0026,P005388,0.4472525417804718,0.4380561113357544,0.44713324308395386
SCH_006,CLS_0026,P006752,0.48696187138557434,0.4561418890953064,0.45323875546455383
SCH_006,CLS_0027,P000104,0.47833725810050964,0.43358930945396423,0.44608286023139954
SCH_006,CLS_0027,P000720,0.4156375527381897,0.39806127548217773,0.4082585573196411
SCH_006,CLS_0027,P003679,0.46536386013031006,0.47166237235069275,0.44389206171035767
SCH_006,CLS_0027,P003773,0.5221373438835144,0.49156880378723145,0.47781994938850403
SCH_006,CLS_0027,P004912,0.4648888111114502,0.41745075583457947,0.4461609125137329
SCH_006,CLS_0027,P005047,0.41358765959739685,0.39696264266967773,0.42282482981681824
SCH_006,CLS_0027,P005371,0.3819997012615204,0.3609243333339691,0.40149977803230286
SCH_006,CLS_0027,P005513,0.466977596282959,0.48649725317955017,0.4778915345668793
SCH_006,CLS_0027,P005978,0.3834981322288513,0.3516504764556885,0.4006681442260742
SCH_006,CLS_0027,P006296,0.5012204051017761,0.5032939910888672,0.4905003011226654
SCH_006,CLS_0027,P006823,0.5244997143745422,0.5334814786911011,0.5053585171699524
SCH_006,CLS_0031,P003121,0.44902923703193665,0.410399466753006,0.4374837875366211
SCH_006,CLS_0031,P004906,0.5097940564155579,0.46394485235214233,0.4826350808143616
SCH_006,CLS_0031,P006323,0.44329172372817993,0.43310657143592834,0.44417643547058105
SCH_006,CLS_0031,P007646,0.4530302882194519,0.4357791841030121,0.44382956624031067
SCH_006,CLS_0044,P002346,0.3078322112560272,0.31579089164733887,0.36885738372802734
SCH_006,CLS_0044,P005687,0.4287382960319519,0.48894941806793213,0.47059816122055054
SCH_006,CLS_0056,P000059,0.48680582642555237,0.46457692980766296,0.46234130859375
SCH_006,CLS_0071,P003636,0.3443823754787445,0.40542179346084595,0.35585033893585205
SCH_006,CLS_0098,P002136,0.3980085849761963,0.3749793767929077,0.41363584995269775
SCH_006,CLS_0098,P002922,0.35400983691215515,0.34849947690963745,0.3902135491371155
SCH_006,CLS_0098,P006349,0.47190308570861816,0.45766541361808777,0.45532742142677307
SCH_006,CLS_0098,P006486,0.5619729161262512,0.560745894908905,0.5209460854530334
SCH_006,CLS_0098,P006630,0.4434545636177063,0.42627719044685364,0.42823630571365356
SCH_006,CLS_0098,P007273,0.5181373357772827,0.5151011943817139,0.4993501901626587
SCH_006,CLS_0098,P007311,0.48143237829208374,0.4878276288509369,0.46568605303764343
SCH_006,CLS_0099,P002186,0.3595398962497711,0.41483834385871887,0.4010715186595917
SCH_006,CLS_0103,P001006,0.3620898127555847,0.37151551246643066,0.408125638961792
SCH_006,CLS_0103,P003284,0.4182961583137512,0.37650418281555176,0.4230581223964691
SCH_006,CLS_0103,P003381,0.5167174935340881,0.511603593826294,0.4928954839706421
SCH_006,CLS_0103,P004570,0.44006088376045227,0.40437981486320496,0.44099074602127075
SCH_006,CLS_0103,P004727,0.4346981346607208,0.40159493684768677,0.4326411783695221
SCH_006,CLS_0103,P005081,0.3598221242427826,0.37466612458229065,0.4033080041408539
SCH_006,CLS_0103,P005529,0.36828315258026123,0.3845890462398529,0.3970883786678314
SCH_006,CLS_0103,P007633,0.617063581943512,0.5731834769248962,0.5561692118644714
SCH_006,CLS_0114,P001280,0.4615422487258911,0.4588700532913208,0.461815744638443
SCH_006,CLS_0114,P001318,0.6156823039054871,0.5899277925491333,0.5465518236160278
SCH_006,CLS_0114,P003218,0.4426819086074829,0.38738197088241577,0.4241983890533447
SCH_006,CLS_0114,P004497,0.4201318621635437,0.39598119258880615,0.42439523339271545
SCH_006,CLS_0114,P005293,0.5263630151748657,0.5473427772521973,0.5013521909713745
SCH_006,CLS_0114,P006188,0.46895653009414673,0.45357194542884827,0.45861342549324036
SCH_006,CLS_0120,P000034,0.6336489319801331,0.6092672348022461,0.5596058368682861
SCH_006,CLS_0120,P001462,0.31859418749809265,0.28430527448654175,0.37062594294548035
SCH_006,CLS_0120,P001793,0.43003585934638977,0.4828245937824249,0.4629708230495453
SCH_006,CLS_0120,P001798,0.3313165605068207,0.33633074164390564,0.39966070652008057
SCH_006,CLS_0120,P003317,0.30493274331092834,0.29479652643203735,0.3671987056732178
SCH_006,CLS_0120,P007053,0.4803568422794342,0.4446445107460022,0.46556252241134644
SCH_006,CLS_0120,P007355,0.386036217212677,0.41833969950675964,0.42583245038986206
SCH_006,CLS_0120,P007549,0.4922339618206024,0.4981273412704468,0.4648306965827942
SCH_006,CLS_0123,P002963,0.4392135441303253,0.39671918749809265,0.44321775436401367
SCH_006,CLS_0123,P005509,0.6143134832382202,0.5652853846549988,0.5547868609428406
SCH_006,CLS_0123,P006182,0.501291036605835,0.5067413449287415,0.4809983968734741
SCH_006,CLS_0133,P000572,0.4171162247657776,0.38862115144729614,0.42392605543136597
SCH_006,CLS_0133,P001273,0.5343905687332153,0.5139135718345642,0.49368804693222046
SCH_006,CLS_0133,P003014,0.5172809958457947,0.5100353360176086,0.4860753118991852
SCH_006,CLS_0133,P005327,0.5231484174728394,0.5188606381416321,0.4854159951210022
SCH_006,CLS_0133,P005695,0.3638063073158264,0.3474082946777344,0.3920614421367645
SCH_006,CLS_0133,P007433,0.49421343207359314,0.5207518935203552,0.49346923828125
SCH_006,CLS_0133,P007590,0.5311249494552612,0.4991205930709839,0.4797825217247009
SCH_006,CLS_0133,P007637,0.4955582022666931,0.4532228708267212,0.46491870284080505
SCH_006,CLS_0139,P002367,0.34488391876220703,0.4020507037639618,0.37443357706069946
SCH_006,CLS_0139,P005647,0.36563998460769653,0.36566129326820374,0.4037662744522095
SCH_006,CLS_0146,P001982,0.38684627413749695,0.35734570026397705,0.4039819538593292
SCH_006,CLS_0146,P003610,0.3777107298374176,0.41640183329582214,0.3885611593723297
SCH_006,CLS_0146,P004084,0.6451607346534729,0.6348338723182678,0.5767567753791809
SCH_006,CLS_0146,P007040,0.5109286904335022,0.48957139253616333,0.48537370562553406
SCH_006,CLS_0234,P002438,0.40621277689933777,0.4048602879047394,0.4147813320159912
SCH_006,CLS_0234,P005365,0.4962196946144104,0.4854542016983032,0.4735393226146698
SCH_006,CLS_0234,P005844,0.47130993008613586,0.479531854391098,0.4570445716381073
SCH_007,CLS_0003,P000630,0.37673336267471313,0.43809792399406433,0.43632298707962036
SCH_007,CLS_0003,P000768,0.34568607807159424,0.3793557584285736,0.4110794961452484
SCH_007,CLS_0003,P002105,0.34097105264663696,0.3763555884361267,0.39613133668899536
SCH_007,CLS_0003,P004970,0.38848212361335754,0.4497392773628235,0.4492293894290924
SCH_007,CLS_0019,P001962,0.41916003823280334,0.48151636123657227,0.4879051446914673
SCH_007,CLS_0019,P002731,0.316556453704834,0.31456395983695984,0.383319616317749
SCH_007,CLS_0019,P005016,0.3841399848461151,0.44091394543647766,0.446990430355072
SCH_007,CLS_0019,P006848,0.3663288354873657,0.3849226236343384,0.41371893882751465
SCH_007,CLS_0019,P007394,0.3408702313899994,0.3059045374393463,0.37606102228164673
SCH_007,CLS_0023,P001905,0.4295084774494171,0.4843848645687103,0.47560033202171326
SCH_007,CLS_0023,P001979,0.41778725385665894,0.4865117073059082,0.47124701738357544
SCH_007,CLS_0023,P002371,0.3405715227127075,0.3606904447078705,0.386949747800827
SCH_007,CLS_0023,P002462,0.36272716522216797,0.3991716504096985,0.41716352105140686
SCH_007,CLS_0023,P002775,0.4012685716152191,0.4604138731956482,0.4536340534687042
SCH_007,CLS_0023,P004871,0.35535794496536255,0.4021051228046417,0.40754374861717224
SCH_007,CLS_0034,P000824,0.34186214208602905,0.37191253900527954,0.39169973134994507
SCH_007,CLS_0034,P001144,0.3836396634578705,0.44539761543273926,0.4409511089324951
SCH_007,CLS_0036,P000843,0.3682991862297058,0.4058234691619873,0.4315435290336609
SCH_007,CLS_0036,P000904,0.35623398423194885,0.394304096698761,0.42213374376296997
SCH_007,CLS_0036,P003228,0.33711323142051697,0.34771665930747986,0.38410699367523193
SCH_007,CLS_0036,P003875,0.3876497149467468,0.4422566890716553,0.4424182176589966
SCH_007,CLS_0036,P003876,0.3478444814682007,0.3739372789859772,0.4004516303539276
SCH_007,CLS_0039,P001084,0.4354373514652252,0.4998847544193268,0.48317405581474304
SCH_007,CLS_0039,P001757,0.38666340708732605,0.44445306062698364,0.4393497109413147
SCH_007,CLS_0039,P003005,0.3322722911834717,0.36925140023231506,0.4080062508583069
SCH_007,CLS_0039,P003567,0.32532578706741333,0.32424238324165344,0.3698625862598419
SCH_007,CLS_0039,P003978,0.38949838280677795,0.4205116331577301,0.42624008655548096
SCH_007,CLS_0039,P004295,0.38193750381469727,0.43567004799842834,0.44218623638153076
SCH_007,CLS_0039,P005111,0.35942164063453674,0.40261417627334595,0.4137518107891083
SCH_007,CLS_0039,P005821,0.39970633387565613,0.469989150762558,0.46562129259109497
SCH_007,CLS_0039,P006326,0.33029937744140625,0.35074475407600403,0.40561044216156006
SCH_007,CLS_0039,P006747,0.40027084946632385,0.40738484263420105,0.4236273467540741
SCH_007,CLS_0039,P006806,0.4268642067909241,0.5102455615997314,0.47223034501075745
SCH_007,CLS_0040,P001361,0.3455788195133209,0.3716071546077728,0.39627352356910706
SCH_007,CLS_0040,P002501,0.34398433566093445,0.3628365993499756,0.4063594341278076
SCH_007,CLS_0040,P003019,0.34096357226371765,0.3541165292263031,0.3928610384464264
SCH_007,CLS_0040,P003055,0.5041570663452148,0.5435292720794678,0.5201467275619507
SCH_007,CLS_0040,P007057,0.41579583287239075,0.474962443113327,0.459268182516098
SCH_007,CLS_0040,P007283,0.581780731678009,0.5981901288032532,0.5507348775863647
SCH_007,CLS_0040,P007314,0.4774973690509796,0.5340346097946167,0.5080280900001526
SCH_007,CLS_0058,P001051,0.39791619777679443,0.46891412138938904,0.46043944358825684
SCH_007,CLS_0058,P001630,0.37994441390037537,0.4450671672821045,0.44119328260421753
SCH_007,CLS_0058,P001727,0.41830629110336304,0.4970562756061554,0.4723633825778961
SCH_007,CLS_0058,P001753,0.37397974729537964,0.4308142364025116,0.43155449628829956
SCH_007,CLS_0058,P002386,0.34377169609069824,0.3690038323402405,0.39145371317863464
SCH_007,CLS_0058,P002679,0.3395918309688568,0.36008012294769287,0.4026203155517578
SCH_007,CLS_0058,P004153,0.36574772000312805,0.40472614765167236,0.4157807230949402
SCH_007,CLS_0058,P004274,0.3966381847858429,0.4713408648967743,0.46014025807380676
SCH_007,CLS_0058,P004473,0.3382796347141266,0.3581387400627136,0.4024403989315033
